orderid,customerid,storeid,orderdate
3794,1356,37,9/27/2017
3795,1489,66,11/14/2017
3796,1595,37,7/21/2018
3797,1208,56,8/28/2018
3798,1765,70,11/7/2017
3799,1953,95,2/20/2018
3800,1300,96,12/29/2017
3801,1322,5,7/18/2018
3802,1222,77,6/23/2018
3803,1261,67,5/31/2018
3804,1552,98,5/31/2018
3805,1341,46,7/18/2018
3806,1750,17,12/9/2017
3807,1412,32,10/23/2017
3808,1969,52,9/30/2017
3809,1168,4,10/23/2017
3810,1684,25,1/3/2018
3811,1772,38,1/3/2018
3812,1962,2,10/23/2017
3813,1229,20,2/10/2018
3814,1741,19,11/27/2017
3815,1760,58,11/2/2017
3816,1549,28,11/8/2017
3817,1528,61,3/16/2018
3818,1380,4,5/25/2018
3819,1870,74,10/15/2017
3820,1345,76,3/24/2018
3821,1845,63,10/21/2017
3822,1108,71,2/3/2018
3823,1571,91,12/16/2017
3824,1050,57,4/30/2018
3825,1564,77,8/2/2018
3826,1465,67,3/13/2018
3827,1501,22,9/17/2017
3828,1728,4,3/24/2018
3829,1376,36,4/6/2018
3830,1720,20,12/20/2017
3831,1760,92,9/30/2017
3832,1916,44,5/22/2018
3833,1212,79,5/24/2018
3834,1030,66,12/18/2017
3835,1216,16,3/10/2018
3836,1023,72,9/7/2018
3837,1780,38,9/3/2018
3838,1309,86,7/26/2018
3839,1265,67,1/9/2018
3840,1607,30,6/20/2018
3841,1428,87,12/28/2017
3842,1259,43,5/9/2018
3843,1125,55,10/2/2017
3844,1409,11,10/29/2017
3845,1561,44,2/14/2018
3846,1317,43,3/28/2018
3847,1503,54,4/15/2018
3848,1620,72,2/28/2018
3849,1226,91,1/6/2018
3850,1048,10,2/14/2018
3851,1548,42,9/22/2017
3852,1085,61,7/13/2018
3853,1870,66,9/20/2017
3854,1894,15,11/17/2017
3855,1617,90,11/19/2017
3856,1499,8,3/23/2018
3857,1969,85,3/2/2018
3858,1680,84,6/28/2018
3859,1652,15,8/30/2018
3860,1665,16,12/10/2017
3861,1479,91,3/9/2018
3862,1070,36,11/16/2017
3863,1753,20,8/20/2018
3864,1777,99,7/11/2018
3865,1461,76,5/12/2018
3866,1942,38,3/7/2018
3867,1058,54,8/17/2018
3868,1195,34,2/26/2018
3869,1934,14,10/3/2017
3870,1877,59,7/23/2018
3871,1928,35,1/22/2018
3872,1002,18,9/1/2018
3873,1997,41,7/29/2018
3874,1935,63,3/10/2018
3875,1455,30,12/16/2017
3876,1060,94,7/19/2018
3877,1636,44,9/23/2017
3878,1996,58,11/29/2017
3879,1588,42,10/27/2017
3880,1002,99,5/19/2018
3881,1804,37,10/30/2017
3882,1665,21,10/3/2017
3883,1929,84,4/17/2018
3884,1105,62,5/10/2018
3885,1540,14,2/1/2018
3886,1774,19,7/9/2018
3887,1176,47,11/2/2017
3888,1208,56,4/3/2018
3889,1831,49,5/3/2018
3890,1490,64,1/21/2018
3891,1071,68,5/5/2018
3892,1913,70,10/13/2017
3893,1791,85,12/8/2017
3894,1957,22,1/16/2018
3895,1768,85,2/9/2018
3896,1768,100,7/10/2018
3897,1961,5,10/8/2017
3898,1470,41,10/31/2017
3899,1900,37,4/11/2018
3900,1624,4,8/3/2018
3901,1961,62,12/4/2017
3902,1711,16,2/28/2018
3903,1554,42,4/19/2018
3904,1499,66,7/31/2018
3905,1304,89,9/24/2017
3906,1174,92,2/27/2018
3907,1333,55,2/22/2018
3908,1903,79,12/23/2017
3909,1996,80,4/29/2018
3910,1162,48,7/26/2018
3911,1886,33,12/13/2017
3912,1002,13,7/29/2018
3913,1873,41,5/16/2018
3914,1970,86,2/23/2018
3915,1346,93,10/25/2017
3916,1947,41,7/25/2018
3917,1209,42,10/27/2017
3918,1267,69,1/28/2018
3919,1448,23,4/8/2018
3920,1645,44,5/7/2018
3921,1063,48,9/1/2018
3922,1485,40,12/22/2017
3923,1050,92,5/5/2018
3924,1121,16,1/23/2018
3925,1179,48,9/14/2017
3926,1704,6,8/16/2018
3927,1769,7,5/5/2018
3928,1642,2,1/31/2018
3929,1438,60,3/10/2018
3930,1824,19,8/27/2018
3931,1705,53,3/1/2018
3932,1826,20,5/20/2018
3933,1567,98,2/24/2018
3934,1541,21,7/30/2018
3935,1154,34,6/10/2018
3936,1597,16,12/2/2017
3937,1799,9,2/27/2018
3938,1041,26,6/8/2018
3939,1189,43,11/16/2017
3940,1125,56,11/29/2017
3941,1605,76,3/31/2018
3942,1186,82,4/19/2018
3943,1916,24,10/28/2017
3944,1873,28,6/4/2018
3945,1038,91,8/3/2018
3946,1445,36,8/26/2018
3947,1196,46,11/25/2017
3948,1252,67,1/5/2018
3949,1350,88,6/12/2018
3950,1452,72,12/9/2017
3951,1658,89,9/24/2017
3952,1775,19,10/14/2017
3953,1197,9,9/25/2017
3954,1286,66,6/4/2018
3955,1188,100,5/22/2018
3956,1340,52,1/26/2018
3957,1076,20,12/21/2017
3958,1353,94,4/21/2018
3959,1094,13,2/24/2018
3960,1501,88,8/4/2018
3961,1251,36,9/29/2017
3962,1820,78,7/26/2018
3963,1469,84,12/18/2017
3964,1291,79,10/2/2017
3965,1005,16,11/8/2017
3966,1613,90,11/5/2017
3967,1854,22,4/20/2018
3968,1075,50,2/23/2018
3969,1439,74,4/20/2018
3970,1239,38,7/25/2018
3971,1994,45,2/10/2018
3972,1768,30,7/10/2018
3973,1019,71,4/8/2018
3974,1841,26,2/1/2018
3975,1947,54,3/31/2018
3976,1888,48,4/19/2018
3977,1103,14,9/16/2017
3978,1567,90,6/23/2018
3979,1267,77,9/24/2017
3980,1905,46,9/14/2017
3981,1441,24,2/2/2018
3982,1405,68,4/18/2018
3983,1542,70,5/19/2018
3984,1959,39,12/14/2017
3985,1751,27,5/18/2018
3986,1620,30,9/11/2017
3987,1296,14,12/13/2017
3988,1602,95,3/18/2018
3989,1833,97,7/28/2018
3990,1367,58,3/2/2018
3991,1701,97,2/19/2018
3992,1561,78,5/26/2018
3993,1246,11,10/25/2017
3994,1077,15,9/30/2017
3995,1477,4,6/14/2018
3996,1000,46,11/1/2017
3997,1754,28,1/16/2018
3998,1593,17,2/13/2018
3999,1403,85,6/29/2018
4000,1733,54,6/17/2018
4001,1359,58,10/29/2017
4002,1160,29,12/27/2017
4003,1352,17,3/23/2018
4004,1998,5,8/31/2018
4005,1963,90,7/22/2018
4006,1851,91,6/28/2018
4007,1386,62,11/7/2017
4008,1334,10,4/28/2018
4009,1856,51,1/31/2018
4010,1615,60,4/23/2018
4011,1395,48,10/24/2017
4012,1666,6,6/23/2018
4013,1412,2,5/31/2018
4014,1096,100,8/14/2018
4015,1801,44,5/29/2018
4016,1096,39,3/31/2018
4017,1738,40,8/4/2018
4018,1299,5,12/7/2017
4019,1697,55,10/5/2017
4020,1138,7,2/13/2018
4021,1639,81,12/1/2017
4022,1105,85,12/23/2017
4023,1218,69,1/13/2018
4024,1548,24,3/29/2018
4025,1414,10,11/12/2017
4026,1388,32,1/6/2018
4027,1412,40,2/5/2018
4028,1156,43,12/28/2017
4029,1826,75,2/28/2018
4030,1245,50,7/12/2018
4031,1369,4,11/18/2017
4032,1077,82,5/4/2018
4033,1861,31,10/15/2017
4034,1394,84,2/17/2018
4035,1931,86,11/2/2017
4036,1966,8,8/3/2018
4037,1782,42,4/22/2018
4038,1698,78,9/16/2017
4039,1714,77,1/7/2018
4040,1119,48,11/3/2017
4041,1818,96,6/5/2018
4042,1110,37,1/21/2018
4043,1549,84,10/10/2017
4044,1720,40,2/19/2018
4045,1508,7,8/18/2018
4046,1628,27,12/17/2017
4047,1170,78,3/31/2018
4048,1329,10,12/2/2017
4049,1355,60,1/3/2018
4050,1808,59,12/24/2017
4051,1113,51,12/8/2017
4052,1133,69,5/27/2018
4053,1832,50,10/17/2017
4054,1644,21,10/31/2017
4055,1523,76,5/15/2018
4056,1153,16,2/11/2018
4057,1430,38,5/4/2018
4058,1783,13,5/29/2018
4059,1884,79,7/1/2018
4060,1392,82,8/22/2018
4061,1686,98,8/7/2018
4062,1827,23,6/29/2018
4063,1210,29,3/11/2018
4064,1284,49,6/10/2018
4065,1983,36,9/18/2017
4066,1534,13,1/8/2018
4067,1639,86,2/9/2018
4068,1404,69,10/21/2017
4069,1899,65,1/18/2018
4070,1930,69,1/15/2018
4071,1073,73,11/19/2017
4072,1736,57,5/28/2018
4073,1700,21,3/14/2018
4074,1339,90,10/6/2017
4075,1687,71,1/13/2018
4076,1309,25,3/22/2018
4077,1527,22,12/9/2017
4078,1934,58,1/3/2018
4079,1404,32,2/22/2018
4080,1329,57,1/17/2018
4081,1347,63,1/24/2018
4082,1099,48,7/26/2018
4083,1352,64,2/8/2018
4084,1258,89,7/20/2018
4085,1779,66,7/25/2018
4086,1415,26,2/9/2018
4087,1468,92,8/17/2018
4088,1563,66,2/13/2018
4089,1201,63,6/11/2018
4090,1873,18,1/27/2018
4091,1686,73,11/23/2017
4092,1853,9,10/27/2017
4093,1035,62,3/18/2018
4094,1142,23,1/1/2018
4095,1265,13,2/7/2018
4096,1231,27,5/18/2018
4097,1492,70,9/24/2017
4098,1634,85,4/18/2018
4099,1130,91,9/6/2018
4100,1547,82,8/13/2018
4101,1923,46,4/1/2018
4102,1382,51,6/11/2018
4103,1341,99,2/14/2018
4104,1497,77,7/19/2018
4105,1824,54,10/16/2017
4106,1633,96,3/21/2018
4107,1037,54,12/21/2017
4108,1273,94,8/7/2018
4109,1446,60,12/16/2017
4110,1976,78,2/18/2018
4111,1813,48,2/4/2018
4112,1344,97,6/24/2018
4113,1037,100,5/8/2018
4114,1221,34,6/18/2018
4115,1795,5,6/8/2018
4116,1672,79,8/21/2018
4117,1844,72,1/1/2018
4118,1293,13,3/13/2018
4119,1136,59,5/19/2018
4120,1227,52,2/1/2018
4121,1791,28,11/9/2017
4122,1712,36,8/31/2018
4123,1627,77,9/15/2017
4124,1763,61,1/27/2018
4125,1888,34,3/14/2018
4126,1319,95,8/12/2018
4127,1434,17,1/8/2018
4128,1787,98,4/25/2018
4129,1075,64,10/31/2017
4130,1606,31,2/14/2018
4131,1925,22,7/28/2018
4132,1247,43,2/24/2018
4133,1862,74,8/6/2018
4134,1966,13,4/12/2018
4135,1583,24,2/28/2018
4136,1395,50,10/4/2017
4137,1320,7,3/12/2018
4138,1110,15,11/12/2017
4139,1845,77,10/6/2017
4140,1479,49,3/20/2018
4141,1628,9,1/10/2018
4142,1923,74,6/29/2018
4143,1302,97,11/28/2017
4144,1518,25,7/29/2018
4145,1748,17,4/20/2018
4146,1770,34,2/2/2018
4147,1323,71,9/9/2018
4148,1600,57,11/12/2017
4149,1098,62,11/23/2017
4150,1415,36,5/30/2018
4151,1020,9,5/14/2018
4152,1186,94,11/6/2017
4153,1393,30,6/19/2018
4154,1809,84,1/22/2018
4155,1822,27,8/18/2018
4156,1885,25,7/24/2018
4157,1497,56,9/29/2017
4158,1836,52,4/23/2018
4159,1997,21,3/31/2018
4160,1290,88,8/12/2018
4161,1130,35,8/7/2018
4162,1577,17,12/9/2017
4163,1455,88,10/23/2017
4164,1019,26,3/6/2018
4165,1790,35,1/10/2018
4166,1671,70,9/8/2018
4167,1414,36,7/15/2018
4168,1208,76,5/25/2018
4169,1502,44,9/9/2018
4170,1228,66,7/8/2018
4171,1138,21,3/9/2018
4172,1764,30,10/25/2017
4173,1520,17,10/6/2017
4174,1286,40,2/6/2018
4175,1385,64,2/5/2018
4176,1074,47,11/27/2017
4177,1385,90,4/25/2018
4178,1838,27,7/30/2018
4179,1461,38,7/24/2018
4180,1904,5,12/7/2017
4181,1977,22,9/1/2018
4182,1790,41,4/30/2018
4183,1983,78,1/18/2018
4184,1953,36,12/31/2017
4185,1707,17,9/29/2017
4186,1899,50,2/12/2018
4187,1280,79,4/15/2018
4188,1919,81,9/4/2018
4189,1707,18,5/24/2018
4190,1358,37,4/10/2018
4191,1210,5,10/5/2017
4192,1264,83,9/30/2017
4193,1015,33,7/2/2018
4194,1156,74,12/12/2017
4195,1995,9,5/2/2018
4196,1886,20,3/3/2018
4197,1269,73,12/27/2017
4198,1432,53,9/12/2017
4199,1970,59,9/3/2018
4200,1996,59,6/29/2018
4201,1996,9,7/6/2018
4202,1123,37,1/31/2018
4203,1326,58,4/6/2018
4204,1772,94,2/27/2018
4205,1991,33,9/4/2018
4206,1302,97,8/23/2018
4207,1665,30,4/27/2018
4208,1204,64,8/14/2018
4209,1853,39,2/28/2018
4210,1842,10,4/23/2018
4211,1071,27,11/5/2017
4212,1158,45,4/10/2018
4213,1716,4,6/17/2018
4214,1323,54,7/7/2018
4215,1057,79,2/24/2018
4216,1444,52,12/11/2017
4217,1806,99,9/29/2017
4218,1647,19,4/30/2018
4219,1418,66,10/31/2017
4220,1657,44,9/6/2018
4221,1047,94,1/11/2018
4222,1372,90,1/24/2018
4223,1666,83,3/15/2018
4224,1987,93,1/29/2018
4225,1286,27,12/27/2017
4226,1505,26,3/29/2018
4227,1463,98,7/19/2018
4228,1909,75,10/27/2017
4229,1876,28,7/22/2018
4230,1057,98,2/8/2018
4231,1796,98,8/27/2018
4232,1372,61,11/1/2017
4233,1594,94,12/3/2017
4234,1553,19,4/17/2018
4235,1825,98,5/1/2018
4236,1129,38,2/20/2018
4237,1039,44,1/28/2018
4238,1734,81,1/22/2018
4239,1602,84,6/24/2018
4240,1392,71,6/16/2018
4241,1140,30,2/13/2018
4242,1763,48,11/23/2017
4243,1019,31,1/26/2018
4244,1378,78,10/5/2017
4245,1691,34,5/22/2018
4246,1613,37,5/4/2018
4247,1566,72,5/30/2018
4248,1653,25,1/17/2018
4249,1584,44,9/20/2017
4250,1337,91,11/5/2017
4251,1955,45,6/13/2018
4252,1331,53,10/29/2017
4253,1604,13,9/25/2017
4254,1768,61,8/24/2018
4255,1390,4,9/13/2017
4256,1293,73,3/24/2018
4257,1575,49,4/17/2018
4258,1622,16,3/25/2018
4259,1254,84,9/4/2018
4260,1547,11,9/30/2017
4261,1343,99,9/30/2017
4262,1218,50,10/24/2017
4263,1379,10,12/3/2017
4264,1040,84,9/1/2018
4265,1599,14,3/13/2018
4266,1803,50,7/6/2018
4267,1889,38,5/17/2018
4268,1222,24,5/8/2018
4269,1171,94,7/2/2018
4270,1284,36,5/13/2018
4271,1998,50,1/29/2018
4272,1736,8,5/4/2018
4273,1744,90,1/29/2018
4274,1905,71,4/3/2018
4275,1744,17,1/8/2018
4276,1850,5,6/1/2018
4277,1443,44,8/28/2018
4278,1695,19,8/21/2018
4279,1854,69,5/4/2018
4280,1447,70,2/14/2018
4281,1232,28,11/30/2017
4282,1611,68,11/4/2017
4283,1277,86,5/6/2018
4284,1411,16,3/10/2018
4285,1462,54,1/13/2018
4286,1736,83,6/26/2018
4287,1175,92,3/7/2018
4288,1855,79,3/20/2018
4289,1670,34,9/9/2018
4290,1911,41,1/25/2018
4291,1618,9,3/5/2018
4292,1699,31,10/9/2017
4293,1365,73,6/2/2018
4294,1618,12,7/2/2018
4295,1701,7,3/26/2018
4296,1501,93,3/25/2018
4297,1221,54,4/15/2018
4298,1289,30,8/30/2018
4299,1311,64,1/20/2018
4300,1108,6,11/19/2017
4301,1997,42,9/25/2017
4302,1901,90,5/29/2018
4303,1791,12,12/2/2017
4304,1034,75,9/4/2018
4305,1281,73,10/1/2017
4306,1297,34,8/29/2018
4307,1800,63,4/10/2018
4308,1104,7,4/18/2018
4309,1185,31,5/14/2018
4310,1910,53,8/10/2018
4311,1304,73,6/26/2018
4312,1634,16,8/19/2018
4313,1910,27,9/8/2018
4314,1966,8,11/28/2017
4315,1031,57,8/5/2018
4316,1218,75,12/6/2017
4317,1030,29,9/10/2018
4318,1661,92,7/20/2018
4319,1084,56,6/28/2018
4320,1516,68,8/29/2018
4321,1065,9,3/1/2018
4322,1978,54,5/14/2018
4323,1531,57,5/21/2018
4324,1670,54,7/29/2018
4325,1535,38,4/15/2018
4326,1175,6,1/15/2018
4327,1787,86,10/17/2017
4328,1141,34,8/29/2018
4329,1876,3,5/11/2018
4330,1799,12,8/29/2018
4331,1979,97,7/27/2018
4332,1413,20,6/14/2018
4333,1973,50,11/19/2017
4334,1675,42,9/6/2018
4335,1838,36,10/31/2017
4336,1510,6,3/31/2018
4337,1605,90,9/16/2017
4338,1512,32,1/19/2018
4339,1332,30,1/3/2018
4340,1043,71,11/2/2017
4341,1951,61,9/1/2018
4342,1952,55,12/21/2017
4343,1398,69,11/23/2017
4344,1846,81,8/16/2018
4345,1432,1,8/18/2018
4346,1048,18,3/7/2018
4347,1330,70,1/3/2018
4348,1311,92,4/17/2018
4349,1525,5,2/18/2018
4350,1138,40,6/1/2018
4351,1717,71,10/20/2017
4352,1100,23,3/17/2018
4353,1563,30,10/1/2017
4354,1502,46,7/5/2018
4355,1593,42,12/12/2017
4356,1186,95,1/27/2018
4357,1966,4,5/14/2018
4358,1393,31,8/25/2018
4359,1994,3,6/15/2018
4360,1523,55,9/30/2017
4361,1330,70,1/7/2018
4362,1358,82,7/9/2018
4363,1155,57,5/13/2018
4364,1917,15,7/23/2018
4365,1474,71,6/29/2018
4366,1228,95,7/17/2018
4367,1339,68,8/5/2018
4368,1419,32,2/17/2018
4369,1376,51,1/31/2018
4370,1991,69,6/1/2018
4371,1298,1,11/25/2017
4372,1868,48,3/13/2018
4373,1466,64,1/6/2018
4374,1639,71,6/27/2018
4375,1295,20,12/21/2017
4376,1500,24,4/9/2018
4377,1213,72,2/20/2018
4378,1894,23,7/19/2018
4379,1963,100,8/8/2018
4380,1076,92,3/13/2018
4381,1657,88,5/3/2018
4382,1045,11,2/19/2018
4383,1489,34,11/1/2017
4384,1785,75,2/3/2018
4385,1798,14,2/6/2018
4386,1419,72,5/28/2018
4387,1003,79,3/10/2018
4388,1754,66,1/31/2018
4389,1765,13,6/5/2018
4390,1786,29,3/28/2018
4391,1485,44,8/31/2018
4392,1214,99,7/11/2018
4393,1857,70,2/8/2018
4394,1623,59,10/5/2017
4395,1745,8,1/22/2018
4396,1838,68,8/6/2018
4397,1975,20,7/22/2018
4398,1242,28,1/8/2018
4399,1003,20,9/11/2017
4400,1356,47,4/10/2018
4401,1400,54,2/22/2018
4402,1583,12,12/26/2017
4403,1493,86,3/26/2018
4404,1940,49,10/17/2017
4405,1818,89,5/9/2018
4406,1305,16,7/8/2018
4407,1512,24,8/7/2018
4408,1798,91,8/2/2018
4409,1872,70,3/10/2018
4410,1012,13,7/24/2018
4411,1952,63,5/3/2018
4412,1502,13,9/17/2017
4413,1078,91,10/14/2017
4414,1807,76,5/27/2018
4415,1900,75,7/21/2018
4416,1680,58,12/31/2017
4417,1011,93,4/19/2018
4418,1177,2,1/10/2018
4419,1175,100,11/2/2017
4420,1591,19,4/28/2018
4421,1011,85,9/3/2018
4422,1169,15,5/17/2018
4423,1642,53,7/4/2018
4424,1954,39,3/29/2018
4425,1935,57,6/22/2018
4426,1803,51,8/10/2018
4427,1674,91,11/15/2017
4428,1836,99,6/8/2018
4429,1519,93,8/22/2018
4430,1314,61,6/11/2018
4431,1283,35,3/15/2018
4432,1562,16,3/20/2018
4433,1434,49,9/20/2017
4434,1557,73,12/21/2017
4435,1413,39,11/5/2017
4436,1234,31,10/23/2017
4437,1670,19,12/11/2017
4438,1970,10,1/8/2018
4439,1252,38,6/14/2018
4440,1469,81,4/24/2018
4441,1916,24,12/10/2017
4442,1356,100,9/24/2017
4443,1926,8,2/21/2018
4444,1087,71,1/1/2018
4445,1972,82,2/17/2018
4446,1055,36,11/6/2017
4447,1806,79,8/29/2018
4448,1395,74,10/2/2017
4449,1653,12,7/21/2018
4450,1717,10,1/18/2018
4451,1999,74,8/15/2018
4452,1853,23,12/7/2017
4453,1897,10,6/3/2018
4454,1252,24,8/5/2018
4455,1806,100,1/27/2018
4456,1521,88,12/21/2017
4457,1554,80,9/27/2017
4458,1320,4,11/16/2017
4459,1762,33,11/18/2017
4460,1308,33,1/17/2018
4461,1894,21,6/1/2018
4462,1112,92,1/13/2018
4463,1503,91,11/21/2017
4464,1250,20,2/15/2018
4465,1932,22,11/16/2017
4466,1193,38,11/2/2017
4467,1314,72,9/25/2017
4468,1548,73,2/2/2018
4469,1608,2,5/26/2018
4470,1597,72,7/4/2018
4471,1602,39,12/29/2017
4472,1113,44,12/12/2017
4473,1488,34,1/20/2018
4474,1582,5,1/25/2018
4475,1683,62,12/8/2017
4476,1948,88,2/21/2018
4477,1731,86,4/15/2018
4478,1699,4,8/26/2018
4479,1581,70,11/14/2017
4480,1433,5,4/27/2018
4481,1056,35,5/25/2018
4482,1141,63,1/15/2018
4483,1945,80,9/9/2018
4484,1374,26,6/20/2018
4485,1578,89,12/25/2017
4486,1965,21,12/6/2017
4487,1727,90,2/28/2018
4488,1013,62,4/21/2018
4489,1465,75,8/31/2018
4490,1955,24,11/10/2017
4491,1519,3,10/14/2017
4492,1688,23,8/7/2018
4493,1492,60,11/19/2017
4494,1830,66,7/13/2018
4495,1151,72,7/19/2018
4496,1039,21,12/31/2017
4497,1014,55,11/8/2017
4498,1140,95,8/17/2018
4499,1567,32,1/31/2018
4500,1658,29,7/29/2018
4501,1066,39,5/8/2018
4502,1769,20,9/24/2017
4503,1554,86,3/14/2018
4504,1321,33,6/20/2018
4505,1114,44,7/30/2018
4506,1852,74,10/15/2017
4507,1158,63,4/26/2018
4508,1318,1,1/10/2018
4509,1887,35,12/31/2017
4510,1934,42,12/6/2017
4511,1215,45,7/18/2018
4512,1801,64,12/30/2017
4513,1883,61,11/10/2017
4514,1029,49,10/27/2017
4515,1883,87,9/28/2017
4516,1431,42,1/30/2018
4517,1736,81,2/20/2018
4518,1080,61,3/4/2018
4519,1950,92,5/14/2018
4520,1451,20,1/18/2018
4521,1092,68,5/30/2018
4522,1424,36,6/21/2018
4523,1200,6,9/5/2018
4524,1161,87,4/9/2018
4525,1488,62,4/1/2018
4526,1717,79,1/30/2018
4527,1583,6,4/25/2018
4528,1089,64,12/11/2017
4529,1275,25,5/27/2018
4530,1925,48,4/6/2018
4531,1144,77,8/7/2018
4532,1233,19,11/8/2017
4533,1101,98,12/15/2017
4534,1164,72,8/19/2018
4535,1111,97,12/16/2017
4536,1926,78,5/14/2018
4537,1989,52,2/9/2018
4538,1935,82,12/15/2017
4539,1013,10,3/21/2018
4540,1069,43,3/1/2018
4541,1015,35,7/29/2018
4542,1952,73,2/5/2018
4543,1501,8,10/13/2017
4544,1861,33,4/11/2018
4545,1148,17,3/23/2018
4546,1242,69,6/15/2018
4547,1544,43,12/17/2017
4548,1523,61,5/13/2018
4549,1691,70,5/30/2018
4550,1139,11,10/9/2017
4551,1725,89,12/12/2017
4552,1090,58,3/23/2018
4553,1598,36,8/16/2018
4554,1970,58,8/27/2018
4555,1927,68,9/1/2018
4556,1771,25,3/4/2018
4557,1404,76,5/18/2018
4558,1919,42,1/16/2018
4559,1411,58,3/10/2018
4560,1960,79,5/16/2018
4561,1636,75,3/14/2018
4562,1283,11,3/21/2018
4563,1662,51,2/11/2018
4564,1768,99,11/26/2017
4565,1219,59,9/30/2017
4566,1602,94,11/27/2017
4567,1967,36,8/31/2018
4568,1802,52,7/24/2018
4569,1052,55,5/5/2018
4570,1040,70,10/17/2017
4571,1163,98,12/1/2017
4572,1736,9,8/4/2018
4573,1858,57,1/28/2018
4574,1164,83,12/12/2017
4575,1029,30,4/16/2018
4576,1812,34,8/25/2018
4577,1626,93,9/7/2018
4578,1905,19,10/19/2017
4579,1021,91,1/4/2018
4580,1968,64,1/11/2018
4581,1094,3,8/12/2018
4582,1704,17,5/4/2018
4583,1564,31,12/29/2017
4584,1916,61,1/29/2018
4585,1535,65,9/21/2017
4586,1682,99,6/30/2018
4587,1887,54,10/16/2017
4588,1518,7,11/22/2017
4589,1738,50,12/24/2017
4590,1976,69,10/31/2017
4591,1833,82,11/29/2017
4592,1099,58,5/17/2018
4593,1630,46,2/15/2018
4594,1162,15,6/8/2018
4595,1395,85,7/6/2018
4596,1749,81,10/13/2017
4597,1338,95,7/7/2018
4598,1835,65,9/11/2017
4599,1987,25,8/5/2018
4600,1966,46,9/3/2018
4601,1289,52,1/11/2018
4602,1441,19,4/8/2018
4603,1749,50,6/24/2018
4604,1438,60,5/10/2018
4605,1214,56,7/10/2018
4606,1886,4,9/18/2017
4607,1168,13,8/22/2018
4608,1617,59,1/14/2018
4609,1724,100,11/18/2017
4610,1249,72,11/11/2017
4611,1409,15,6/5/2018
4612,1826,55,6/12/2018
4613,1396,95,12/30/2017
4614,1924,30,9/14/2017
4615,1024,73,7/29/2018
4616,1821,65,1/17/2018
4617,1308,61,9/23/2017
4618,1092,32,12/23/2017
4619,1467,36,1/2/2018
4620,1261,54,12/5/2017
4621,1532,98,4/2/2018
4622,1506,25,6/3/2018
4623,1184,85,11/1/2017
4624,1952,34,1/14/2018
4625,1566,81,7/22/2018
4626,1784,14,6/7/2018
4627,1445,41,10/29/2017
4628,1866,49,3/9/2018
4629,1927,38,4/20/2018
4630,1789,59,6/15/2018
4631,1459,39,10/4/2017
4632,1974,39,3/1/2018
4633,1567,33,3/28/2018
4634,1323,8,7/23/2018
4635,1471,20,4/10/2018
4636,1501,90,6/23/2018
4637,1095,74,8/24/2018
4638,1818,64,2/6/2018
4639,1201,60,8/6/2018
4640,1491,48,6/4/2018
4641,1283,55,8/12/2018
4642,1459,74,2/20/2018
4643,1705,18,11/7/2017
4644,1381,89,2/22/2018
4645,1198,80,5/19/2018
4646,1027,1,3/9/2018
4647,1398,92,9/9/2018
4648,1928,32,6/1/2018
4649,1368,5,12/16/2017
4650,1526,17,1/3/2018
4651,1840,48,6/30/2018
4652,1995,76,5/8/2018
4653,1295,34,5/6/2018
4654,1833,89,2/8/2018
4655,1387,53,5/3/2018
4656,1687,52,6/19/2018
4657,1124,38,7/13/2018
4658,1907,93,7/3/2018
4659,1634,14,6/7/2018
4660,1182,8,8/30/2018
4661,1794,62,1/15/2018
4662,1497,98,5/12/2018
4663,1573,24,10/6/2017
4664,1080,48,6/14/2018
4665,1910,3,8/11/2018
4666,1904,90,6/23/2018
4667,1818,6,10/23/2017
4668,1819,91,8/4/2018
4669,1635,23,3/18/2018
4670,1431,44,11/23/2017
4671,1426,49,11/26/2017
4672,1333,44,12/20/2017
4673,1662,69,6/1/2018
4674,1789,43,12/23/2017
4675,1039,99,10/23/2017
4676,1731,86,11/4/2017
4677,1506,65,11/8/2017
4678,1158,68,2/11/2018
4679,1449,11,11/8/2017
4680,1795,6,2/16/2018
4681,1566,31,10/17/2017
4682,1845,28,6/14/2018
4683,1627,11,6/9/2018
4684,1209,70,7/5/2018
4685,1871,68,4/3/2018
4686,1749,37,1/15/2018
4687,1831,75,4/28/2018
4688,1772,17,7/27/2018
4689,1039,30,12/2/2017
4690,1066,34,11/25/2017
4691,1139,37,2/3/2018
4692,1730,89,10/6/2017
4693,1540,99,5/9/2018
4694,1421,76,7/3/2018
4695,1334,23,5/5/2018
4696,1789,24,12/22/2017
4697,1845,86,8/20/2018
4698,1927,12,11/11/2017
4699,1283,15,3/15/2018
4700,1530,13,5/16/2018
4701,1855,48,10/31/2017
4702,1525,5,4/10/2018
4703,1391,64,2/2/2018
4704,1035,19,4/11/2018
4705,1954,73,3/8/2018
4706,1565,70,12/22/2017
4707,1609,18,12/2/2017
4708,1565,34,5/8/2018
4709,1627,38,1/26/2018
4710,1921,66,5/30/2018
4711,1309,68,1/13/2018
4712,1323,85,6/15/2018
4713,1591,26,12/9/2017
4714,1514,77,3/26/2018
4715,1170,51,12/6/2017
4716,1527,19,8/29/2018
4717,1956,34,11/17/2017
4718,1889,86,7/30/2018
4719,1601,24,3/3/2018
4720,1818,94,12/25/2017
4721,1882,41,2/3/2018
4722,1226,19,11/26/2017
4723,1273,36,8/22/2018
4724,1912,21,6/2/2018
4725,1882,37,6/23/2018
